count,type,sub
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
478,0,1
428,0,1
277,0,1
270,0,1
243,0,1
240,0,1
225,0,1
222,0,1
217,0,1
206,0,1
192,0,1
172,0,1
142,0,1
139,0,1
137,0,1
131,0,1
120,0,1
107,0,1
96,0,1
93,0,1
83,0,1
82,0,1
81,0,1
80,0,1
73,0,1
71,0,1
62,0,1
59,0,1
57,0,1
53,0,1
53,0,1
51,0,1
50,0,1
48,0,1
45,0,1
43,0,1
42,0,1
39,0,1
36,0,1
35,0,1
35,0,1
34,0,1
34,0,1
33,0,1
33,0,1
32,0,1
32,0,1
31,0,1
31,0,1
30,0,1
30,0,1
28,0,1
28,0,1
27,0,1
27,0,1
27,0,1
27,0,1
26,0,1
26,0,1
26,0,1
26,0,1
25,0,1
25,0,1
24,0,1
24,0,1
24,0,1
24,0,1
23,0,1
22,0,1
22,0,1
22,0,1
22,0,1
21,0,1
21,0,1
21,0,1
21,0,1
20,0,1
20,0,1
20,0,1
20,0,1
20,0,1
20,0,1
19,0,1
19,0,1
19,0,1
19,0,1
19,0,1
19,0,1
19,0,1
19,0,1
18,0,1
18,0,1
18,0,1
18,0,1
17,0,1
17,0,1
17,0,1
17,0,1
17,0,1
17,0,1
17,0,1
17,0,1
17,0,1
17,0,1
17,0,1
17,0,1
17,0,1
16,0,1
16,0,1
16,0,1
16,0,1
16,0,1
16,0,1
16,0,1
15,0,1
15,0,1
15,0,1
15,0,1
15,0,1
15,0,1
15,0,1
15,0,1
15,0,1
15,0,1
15,0,1
15,0,1
14,0,1
14,0,1
14,0,1
14,0,1
14,0,1
14,0,1
14,0,1
14,0,1
14,0,1
14,0,1
13,0,1
13,0,1
13,0,1
13,0,1
13,0,1
13,0,1
13,0,1
13,0,1
13,0,1
13,0,1
13,0,1
13,0,1
13,0,1
13,0,1
13,0,1
13,0,1
12,0,1
12,0,1
12,0,1
12,0,1
12,0,1
12,0,1
12,0,1
12,0,1
12,0,1
12,0,1
12,0,1
12,0,1
12,0,1
12,0,1
12,0,1
12,0,1
12,0,1
11,0,1
11,0,1
11,0,1
11,0,1
11,0,1
11,0,1
11,0,1
11,0,1
11,0,1
11,0,1
11,0,1
11,0,1
11,0,1
11,0,1
11,0,1
11,0,1
11,0,1
11,0,1
11,0,1
11,0,1
10,0,1
10,0,1
10,0,1
10,0,1
10,0,1
10,0,1
10,0,1
10,0,1
10,0,1
10,0,1
10,0,1
10,0,1
10,0,1
10,0,1
10,0,1
9,0,1
9,0,1
9,0,1
9,0,1
9,0,1
9,0,1
9,0,1
9,0,1
9,0,1
8,0,1
8,0,1
8,0,1
8,0,1
8,0,1
8,0,1
8,0,1
8,0,1
8,0,1
8,0,1
8,0,1
8,0,1
8,0,1
8,0,1
8,0,1
8,0,1
8,0,1
8,0,1
8,0,1
8,0,1
8,0,1
8,0,1
8,0,1
7,0,1
7,0,1
7,0,1
7,0,1
7,0,1
7,0,1
7,0,1
7,0,1
7,0,1
7,0,1
7,0,1
7,0,1
7,0,1
7,0,1
7,0,1
7,0,1
7,0,1
7,0,1
7,0,1
7,0,1
7,0,1
7,0,1
7,0,1
7,0,1
7,0,1
7,0,1
7,0,1
7,0,1
7,0,1
7,0,1
7,0,1
7,0,1
7,0,1
7,0,1
7,0,1
7,0,1
6,0,1
6,0,1
6,0,1
6,0,1
6,0,1
6,0,1
6,0,1
6,0,1
6,0,1
6,0,1
6,0,1
6,0,1
6,0,1
6,0,1
6,0,1
6,0,1
6,0,1
6,0,1
6,0,1
6,0,1
6,0,1
6,0,1
6,0,1
6,0,1
6,0,1
5,0,1
5,0,1
5,0,1
5,0,1
5,0,1
5,0,1
5,0,1
5,0,1
5,0,1
5,0,1
5,0,1
5,0,1
5,0,1
5,0,1
5,0,1
5,0,1
5,0,1
5,0,1
5,0,1
5,0,1
5,0,1
5,0,1
5,0,1
5,0,1
5,0,1
5,0,1
5,0,1
5,0,1
5,0,1
5,0,1
5,0,1
5,0,1
5,0,1
5,0,1
5,0,1
5,0,1
5,0,1
5,0,1
5,0,1
5,0,1
5,0,1
5,0,1
5,0,1
5,0,1
5,0,1
5,0,1
5,0,1
5,0,1
5,0,1
4,0,1
4,0,1
4,0,1
4,0,1
4,0,1
4,0,1
4,0,1
4,0,1
4,0,1
4,0,1
4,0,1
4,0,1
4,0,1
4,0,1
4,0,1
4,0,1
4,0,1
4,0,1
4,0,1
4,0,1
4,0,1
4,0,1
4,0,1
4,0,1
4,0,1
4,0,1
4,0,1
4,0,1
4,0,1
4,0,1
4,0,1
4,0,1
4,0,1
4,0,1
4,0,1
4,0,1
4,0,1
4,0,1
4,0,1
4,0,1
4,0,1
4,0,1
4,0,1
4,0,1
4,0,1
4,0,1
4,0,1
4,0,1
4,0,1
4,0,1
4,0,1
4,0,1
4,0,1
4,0,1
4,0,1
4,0,1
4,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
0,0,1
0,0,1
32414,0,1
12050,0,1
4934,0,1
4068,0,1
3976,0,1
3714,0,1
3669,0,1
3522,0,1
2585,0,1
2160,0,1
1756,0,1
1694,0,1
1611,0,1
1518,0,1
1459,0,1
1399,0,1
1338,0,1
1309,0,1
1250,0,1
1191,0,1
1152,0,1
1149,0,1
1141,0,1
1023,0,1
896,0,1
885,0,1
883,0,1
881,0,1
861,0,1
853,0,1
841,0,1
838,0,1
774,0,1
772,0,1
763,0,1
745,0,1
713,0,1
702,0,1
672,0,1
661,0,1
624,0,1
607,0,1
606,0,1
573,0,1
573,0,1
554,0,1
524,0,1
518,0,1
467,0,1
440,0,1
424,0,1
420,0,1
419,0,1
419,0,1
380,0,1
340,0,1
340,0,1
338,0,1
329,0,1
319,0,1
311,0,1
296,0,1
287,0,1
266,0,1
263,0,1
254,0,1
250,0,1
242,0,1
241,0,1
241,0,1
240,0,1
231,0,1
226,0,1
218,0,1
214,0,1
202,0,1
194,0,1
193,0,1
193,0,1
192,0,1
191,0,1
183,0,1
177,0,1
177,0,1
177,0,1
176,0,1
168,0,1
164,0,1
160,0,1
159,0,1
159,0,1
158,0,1
148,0,1
147,0,1
147,0,1
146,0,1
143,0,1
141,0,1
139,0,1
136,0,1
135,0,1
129,0,1
127,0,1
125,0,1
122,0,1
120,0,1
120,0,1
116,0,1
106,0,1
106,0,1
102,0,1
101,0,1
96,0,1
96,0,1
92,0,1
92,0,1
91,0,1
91,0,1
88,0,1
88,0,1
86,0,1
86,0,1
85,0,1
84,0,1
84,0,1
80,0,1
80,0,1
79,0,1
75,0,1
73,0,1
73,0,1
71,0,1
70,0,1
69,0,1
66,0,1
66,0,1
65,0,1
64,0,1
63,0,1
63,0,1
62,0,1
61,0,1
61,0,1
60,0,1
60,0,1
60,0,1
60,0,1
60,0,1
59,0,1
59,0,1
58,0,1
58,0,1
58,0,1
57,0,1
57,0,1
57,0,1
56,0,1
56,0,1
56,0,1
55,0,1
55,0,1
54,0,1
53,0,1
53,0,1
53,0,1
53,0,1
52,0,1
52,0,1
52,0,1
52,0,1
51,0,1
51,0,1
50,0,1
49,0,1
49,0,1
49,0,1
49,0,1
48,0,1
48,0,1
47,0,1
47,0,1
47,0,1
47,0,1
46,0,1
46,0,1
46,0,1
46,0,1
46,0,1
45,0,1
44,0,1
44,0,1
44,0,1
44,0,1
44,0,1
43,0,1
43,0,1
43,0,1
42,0,1
42,0,1
42,0,1
41,0,1
40,0,1
40,0,1
40,0,1
39,0,1
38,0,1
38,0,1
38,0,1
38,0,1
38,0,1
37,0,1
36,0,1
36,0,1
36,0,1
36,0,1
35,0,1
35,0,1
35,0,1
35,0,1
34,0,1
33,0,1
33,0,1
33,0,1
33,0,1
32,0,1
32,0,1
32,0,1
32,0,1
32,0,1
32,0,1
32,0,1
32,0,1
32,0,1
32,0,1
32,0,1
32,0,1
32,0,1
31,0,1
31,0,1
31,0,1
31,0,1
31,0,1
30,0,1
30,0,1
30,0,1
30,0,1
30,0,1
30,0,1
30,0,1
30,0,1
30,0,1
29,0,1
29,0,1
29,0,1
29,0,1
29,0,1
29,0,1
29,0,1
29,0,1
29,0,1
29,0,1
29,0,1
29,0,1
28,0,1
28,0,1
28,0,1
28,0,1
28,0,1
28,0,1
28,0,1
28,0,1
28,0,1
27,0,1
27,0,1
27,0,1
27,0,1
27,0,1
27,0,1
26,0,1
26,0,1
26,0,1
26,0,1
26,0,1
26,0,1
25,0,1
25,0,1
25,0,1
25,0,1
25,0,1
25,0,1
25,0,1
25,0,1
25,0,1
25,0,1
25,0,1
25,0,1
25,0,1
25,0,1
25,0,1
24,0,1
24,0,1
24,0,1
24,0,1
24,0,1
24,0,1
24,0,1
24,0,1
24,0,1
24,0,1
24,0,1
24,0,1
23,0,1
23,0,1
23,0,1
23,0,1
23,0,1
23,0,1
